GEOID_FIN,federal_transfers_real_2017,POPULATION,ID_NAME,STATE_FIPS,COUNTY_FIPS,tax_revenue_real_2017,B_B01,B_B21,B_B22,B_B30,B_B42,B_B46,B_B50,B_B79,B_B80,B_B89,T_T01,T_T09,T_T10,T_T13,T_T16,T_T19,T_T20,T_T22,T_T28,T_T29,YEAR,decade,federal_transfers_pc,tax_revenue_pc,log_transfers_pc,log_tax_pc
1419785,,,,,,176344.39879285896,,,,,,,,,,,174526.41530014906,,,,,1817.9834927098861,,,,,1997,1990,,,,
1419798,,,,,,10907.900956259316,,,,,,,,,,,9089.917463549431,,,,,1817.9834927098861,,,,,1997,1990,,,,
1419837,,,,,,78173.2901865251,,,,,,,,,,,78173.2901865251,,,,,,,,,,1997,1990,,,,
1419915,,,,,,54539.504781296586,,,,,,,,,,,54539.504781296586,,,,,,,,,,1997,1990,,,,
1419941,,,,,,161800.53085117988,,,,,,,,,,,161800.53085117988,,,,,,,,,,1997,1990,,,,
1419980,,,,,,218158.01912518634,,,,,,,,,,,218158.01912518634,,,,,,,,,,1997,1990,,,,
1420045,,,,,,49085.55430316693,,,,,,,,,,,49085.55430316693,,,,,,,,,,1997,1990,,,,
1420058,,,,,,369050.6490201069,,,,,,,,,,,369050.6490201069,,,,,,,,,,1997,1990,,,,
1420110,,,,,,209068.1016616369,,,,,,,,,,,209068.1016616369,,,,,,,,,,1997,1990,,,,
1420123,,,,,,39995.636839617495,,,,,,,,,,,10907.900956259316,29087.73588335818,,,,,,,,,1997,1990,,,,
1420149,,,,,,1185325.2372468458,,,,,,,,,,,994436.9705123077,190888.26673453805,,,,,,,,,1997,1990,,,,
1420175,,,,,,870814.0930080354,,,,,,,,,,,870814.0930080354,,,,,,,,,,1997,1990,,,,
1420227,,,,,,338144.92964403884,,,,,,,,,,,338144.92964403884,,,,,,,,,,1997,1990,,,,
1420279,,,,,,38177.65334690761,,,,,,,,,,,38177.65334690761,,,,,,,,,,1997,1990,,,,
1420292,,,,,,12885866.996327674,,,,,,,,,,,8033669.054284987,4852197.942042686,,,,,,,,,1997,1990,,,,
1420318,,,,,,10907.900956259316,,,,,,,,,,,10907.900956259316,,,,,,,,,,1997,1990,,,,
1420331,,,,,,16361.851434388976,,,,,,,,,,,9089.917463549431,7271.933970839545,,,,,,,,,1997,1990,,,,
1420344,,,,,,329055.01218048943,,,,,,,,,,,329055.01218048943,,,,,,,,,,1997,1990,,,,
1420370,,,,,,3635.9669854197723,,,,,,,,,,,1817.9834927098861,1817.9834927098861,,,,,,,,,1997,1990,,,,
1420383,,,,,,294513.3258190016,,,,,,,,,,,294513.3258190016,,,,,,,,,,1997,1990,,,,
1420396,,,,,,1439842.9262262299,,,,,,,,,,,1439842.9262262299,,,,,,,,,,1997,1990,,,,
1420474,,,,,,769007.0174162819,,,,,,,,,,,769007.0174162819,,,,,,,,,,1997,1990,,,,
1420487,,,,,,181798.34927098863,,,,,,,,,,,181798.34927098863,,,,,,,,,,1997,1990,,,,
1420526,,,,,,18179.834927098862,,,,,,,,,,,18179.834927098862,,,,,,,,,,1997,1990,,,,
1420539,,,,,,154528.59688034034,,,,,,,,,,,154528.59688034034,,,,,,,,,,1997,1990,,,,
1420565,,,,,,21815.801912518633,,,,,,,,,,,21815.801912518633,,,,,,,,,,1997,1990,,,,
1420591,,,,,,11773261.098789223,,,,,,,,,,,10455223.066574555,,,,,1318038.0322146674,,,,,1997,1990,,,,
1420604,,,,,,5184888.921208596,,,,,,,,,,,5184888.921208596,,,,,,,,,,1997,1990,,,,
1420643,,,,,,59993.45525942624,,,,,,,,,,,59993.45525942624,,,,,,,,,,1997,1990,,,,
1420656,,,,,,119986.91051885248,,,,,,,,,,,119986.91051885248,,,,,,,,,,1997,1990,,,,
1420799,,,,,,289059.3753408719,,,,,,,,,,,289059.3753408719,,,,,,,,,,1997,1990,,,,
1420825,,,,,,56357.48827400647,,,,,,,,,,,56357.48827400647,,,,,,,,,,1997,1990,,,,
1420838,,,,,,327237.0286877795,,,,,,,,,,,327237.0286877795,,,,,,,,,,1997,1990,,,,
1420851,,,,,,110896.99305530306,,,,,,,,,,,110896.99305530306,,,,,,,,,,1997,1990,,,,
1420877,,,,,,16361.851434388976,,,,,,,,,,,16361.851434388976,,,,,,,,,,1997,1990,,,,
1420890,,,,,,10907.900956259316,,,,,,,,,,,10907.900956259316,,,,,,,,,,1997,1990,,,,
1420968,,,,,,98171.10860633386,,,,,,,,,,,98171.10860633386,,,,,,,,,,1997,1990,,,,
1421046,,,,,,1721630.3675962621,,,,,,,,,,,1721630.3675962621,,,,,,,,,,1997,1990,,,,
1421098,,,,,,47267.570810457044,,,,,,,,,,,43631.603825037266,3635.9669854197723,,,,,,,,,1997,1990,,,,
1421111,,,,,,285423.4083554521,,,,,,,,,,,285423.4083554521,,,,,,,,,,1997,1990,,,,
1421176,,,,,,58175.47176671636,,,,,,,,,,,58175.47176671636,,,,,,,,,,1997,1990,,,,
1421202,,,,,,98171.10860633386,,,,,,,,,,,98171.10860633386,,,,,,,,,,1997,1990,,,,
1421241,,,,,,1616187.3250190888,,,,,,,,,,,1616187.3250190888,,,,,,,,,,1997,1990,,,,
1421254,,,,,,299967.2762971312,,,,,,,,,,,299967.2762971312,,,,,,,,,,1997,1990,,,,
1421267,,,,,,810820.6377486093,,,,,,,,,,,749009.1989964731,,,,,61811.43875213613,,,,,1997,1990,,,,
1421280,,,,,,54539.504781296586,,,,,,,,,,,54539.504781296586,,,,,,,,,,1997,1990,,,,
1421293,,,,,,147256.6629095008,,,,,,,,,,,147256.6629095008,,,,,,,,,,1997,1990,,,,
1421306,,,,,,165436.49783659965,,,,,,,,,,,165436.49783659965,,,,,,,,,,1997,1990,,,,
1421371,,,,,,192706.25022724795,,,,,,,,,,,192706.25022724795,,,,,,,,,,1997,1990,,,,
1421410,,,,,,1817.9834927098861,,,,,,,,,,,1817.9834927098861,,,,,,,,,,1997,1990,,,,
1421436,,,,,,194524.23371995782,,,,,,,,,,,194524.23371995782,,,,,,,,,,1997,1990,,,,
1421449,,,,,,25451.768897938407,,,,,,,,,,,25451.768897938407,,,,,,,,,,1997,1990,,,,
1421501,,,,,,54539.504781296586,,,,,,,,,,,54539.504781296586,,,,,,,,,,1997,1990,,,,
1421527,,,,,,352688.7975857179,,,,,,,,,,,352688.7975857179,,,,,,,,,,1997,1990,,,,
1421553,,,,,,2170672.290295604,,,,,,,,,,,2170672.290295604,,,,,,,,,,1997,1990,,,,
1421566,,,,,,194524.23371995782,,,,,,,,,,,194524.23371995782,,,,,,,,,,1997,1990,,,,
1421579,,,,,,5453.950478129658,,,,,,,,,,,5453.950478129658,,,,,,,,,,1997,1990,,,,
1421605,,,,,,5453.950478129658,,,,,,,,,,,5453.950478129658,,,,,,,,,,1997,1990,,,,
1421618,,,,,,21815.801912518633,,,,,,,,,,,21815.801912518633,,,,,,,,,,1997,1990,,,,
1421683,,,,,,567210.8497254845,,,,,,,,,,,179980.36577827873,387230.48394720576,,,,,,,,,1997,1990,,,,
1421696,,,,,,572664.8002036142,,,,,,,,,,,572664.8002036142,,,,,,,,,,1997,1990,,,,
1421735,,,,,,96353.12511362397,,,,,,,,,,,96353.12511362397,,,,,,,,,,1997,1990,,,,
1421748,,,,,,114532.96004072283,,,,,,,,,,,114532.96004072283,,,,,,,,,,1997,1990,,,,
1421761,,,,,,299967.2762971312,,,,,,,,,,,299967.2762971312,,,,,,,,,,1997,1990,,,,
1421813,,,,,,259971.63945751372,,,,,,,,,,,259971.63945751372,,,,,,,,,,1997,1990,,,,
1421826,,,,,,65447.405737555906,,,,,,,,,,,65447.405737555906,,,,,,,,,,1997,1990,,,,
1421852,,,,,,3635.9669854197723,,,,,,,,,,,3635.9669854197723,,,,,,,,,,1997,1990,,,,
1421865,,,,,,110896.99305530306,,,,,,,,,,,110896.99305530306,,,,,,,,,,1997,1990,,,,
1421904,,,,,,749009.1989964731,,,,,,,,,,,414500.23633785406,,,,,334508.96265861904,,,,,1997,1990,,,,
1421982,,,,,,318147.1112242301,,,,,,,,,,,318147.1112242301,,,,,,,,,,1997,1990,,,,
1422073,,,,,,5986619.641493656,,,,,,,,,,,5986619.641493656,,,,,,,,,,1997,1990,,,,
1422099,,,,,,250881.7219939643,,,,,,,,,,,250881.7219939643,,,,,,,,,,1997,1990,,,,
1422138,,,,,,229065.92008144566,,,,,,,,,,,229065.92008144566,,,,,,,,,,1997,1990,,,,
1422151,,,,,,34541.68636148784,,,,,,,,,,,19997.818419808747,14543.86794167909,,,,,,,,,1997,1990,,,,
1422164,,,,,,14122095.771370396,,,,,,,,,,,5537577.718794313,7904592.226302586,,,,679925.8262734974,,,,,1997,1990,,,,
1422255,,,,,,8075482.674617315,,,,,,,,,,,6057520.99770934,2017961.6769079736,,,,,,,,,1997,1990,,,,
1422398,,,,,,3635.9669854197723,,,,,,,,,,,3635.9669854197723,,,,,,,,,,1997,1990,,,,
1422424,,,,,,156346.5803730502,,,,,,,,,,,156346.5803730502,,,,,,,,,,1997,1990,,,,
1422476,,,,,,76355.30669381522,,,,,,,,,,,76355.30669381522,,,,,,,,,,1997,1990,,,,
1422502,,,,,,121804.89401156237,,,,,,,,,,,121804.89401156237,,,,,,,,,,1997,1990,,,,
1422567,,,,,,38177.65334690761,,,,,,,,,,,38177.65334690761,,,,,,,,,,1997,1990,,,,
1422632,,,,,,172708.4318074392,,,,,,,,,,,172708.4318074392,,,,,,,,,,1997,1990,,,,
1422645,,,,,,96353.12511362397,,,,,,,,,,,89081.19114278443,,,,,7271.933970839545,,,,,1997,1990,,,,
1422697,,,,,,4881285.677926045,,,,,,,,,,,4881285.677926045,,,,,,,,,,1997,1990,,,,
1422710,,,,,,1450750.8271824892,,,,,,,,,,,1450750.8271824892,,,,,,,,,,1997,1990,,,,
1422736,,,,,,5615751.008980839,,,,,,,,,,,5561211.504199542,,,,,54539.504781296586,,,,,1997,1990,,,,
1422853,,,,,,2988764.862015053,,,,,,,,,,,2988764.862015053,,,,,,,,,,1997,1990,,,,
1422879,,,,,,149074.64640221067,,,,,,,,,,,149074.64640221067,,,,,,,,,,1997,1990,,,,
1422912,,,,,,83627.24066465476,,,,,,,,,,,83627.24066465476,,,,,,,,,,1997,1990,,,,
1422931,,,,,,636294.2224484602,,,,,,,,,,,636294.2224484602,,,,,,,,,,1997,1990,,,,
1422996,,,,,,114532.96004072283,,,,,,,,,,,114532.96004072283,,,,,,,,,,1997,1990,,,,
1423022,,,,,,3635.9669854197723,,,,,,,,,,,3635.9669854197723,,,,,,,,,,1997,1990,,,,
1423087,,,,,,2603352.361560557,,,,,,,,,,,2603352.361560557,,,,,,,,,,1997,1990,,,,
1423152,,,,,,98171.10860633386,,,,,,,,,,,98171.10860633386,,,,,,,,,,1997,1990,,,,
1423165,,,,,,74537.32320110533,,,,,,,,,,,74537.32320110533,,,,,,,,,,1997,1990,,,,
1423178,,,,,,190888.26673453805,,,,,,,,,,,189070.28324182818,,,,,1817.9834927098861,,,,,1997,1990,,,,
1423191,,,,,,32723.702868777953,,,,,,,,,,,7271.933970839545,25451.768897938407,,,,,,,,,1997,1990,,,,
1423217,,,,,,85445.22415736465,,,,,,,,,,,85445.22415736465,,,,,,,,,,1997,1990,,,,
1423243,,,,,,4394066.101879795,,,,,,,,,,,4394066.101879795,,,,,,,,,,1997,1990,,,,
1423269,,,,,,39995.636839617495,,,,,,,,,,,38177.65334690761,,,,,1817.9834927098861,,,,,1997,1990,,,,
1423282,,,,,,219976.00261789624,,,,,,,,,,,219976.00261789624,,,,,,,,,,1997,1990,,,,
1423321,,,,,,99989.09209904374,,,,,,,,,,,99989.09209904374,,,,,,,,,,1997,1990,,,,
1423334,,,,,,119986.91051885248,,,,,,,,,,,119986.91051885248,,,,,,,,,,1997,1990,,,,
1423412,,,,,,296331.30931171146,,,,,,,,,,,296331.30931171146,,,,,,,,,,1997,1990,,,,
1423425,,,,,,23633.785405228522,,,,,,,,,,,23633.785405228522,,,,,,,,,,1997,1990,,,,
1423503,,,,,,14543.86794167909,,,,,,,,,,,14543.86794167909,,,,,,,,,,1997,1990,,,,
1423516,,,,,,138166.74544595135,,,,,,,,,,,138166.74544595135,,,,,,,,,,1997,1990,,,,
1423529,,,,,,1817.9834927098861,,,,,,,,,,,1817.9834927098861,,,,,,,,,,1997,1990,,,,
1423542,,,,,,19997.818419808747,,,,,,,,,,,19997.818419808747,,,,,,,,,,1997,1990,,,,
1423555,,,,,,16361.851434388976,,,,,,,,,,,16361.851434388976,,,,,,,,,,1997,1990,,,,
1423607,,,,,,318147.1112242301,,,,,,,,,,,318147.1112242301,,,,,,,,,,1997,1990,,,,
1423646,,,,,,101807.07559175363,,,,,,,,,,,101807.07559175363,,,,,,,,,,1997,1990,,,,
1423685,,,,,,87263.20765007453,,,,,,,,,,,87263.20765007453,,,,,,,,,,1997,1990,,,,
1423698,,,,,,238155.8375449951,,,,,,,,,,,238155.8375449951,,,,,,,,,,1997,1990,,,,
1423711,,,,,,190888.26673453805,,,,,,,,,,,190888.26673453805,,,,,,,,,,1997,1990,,,,
1423724,,,,,,9338981.202050686,,,,,,,,,,,9338981.202050686,,,,,,,,,,1997,1990,,,,
1423737,,,,,,374504.59949823655,,,,,,,,,,,374504.59949823655,,,,,,,,,,1997,1990,,,,
1423750,,,,,,201796.16769079736,,,,,,,,,,,201796.16769079736,,,,,,,,,,1997,1990,,,,
1423789,,,,,,147256.6629095008,,,,,,,,,,,147256.6629095008,,,,,,,,,,1997,1990,,,,
1423841,,,,,,5453.950478129658,,,,,,,,,,,5453.950478129658,,,,,,,,,,1997,1990,,,,
1423932,,,,,,114532.96004072283,,,,,,,,,,,112714.97654801294,,,,,1817.9834927098861,,,,,1997,1990,,,,
1423945,,,,,,45449.58731774716,,,,,,,,,,,45449.58731774716,,,,,,,,,,1997,1990,,,,
1423958,,,,,,152710.61338763044,,,,,,,,,,,152710.61338763044,,,,,,,,,,1997,1990,,,,
1423971,,,,,,16361.851434388976,,,,,,,,,,,12725.884448969204,,,,,3635.9669854197723,,,,,1997,1990,,,,
1424049,,,,,,112714.97654801294,,,,,,,,,,,112714.97654801294,,,,,,,,,,1997,1990,,,,
1424062,,,,,,9089.917463549431,,,,,,,,,,,9089.917463549431,,,,,,,,,,1997,1990,,,,
1424088,,,,,,138166.74544595135,,,,,,,,,,,138166.74544595135,,,,,,,,,,1997,1990,,,,
1424101,,,,,,229065.92008144566,,,,,,,,,,,229065.92008144566,,,,,,,,,,1997,1990,,,,
1424140,,,,,,279969.45787732245,,,,,,,,,,,279969.45787732245,,,,,,,,,,1997,1990,,,,
1424166,,,,,,129076.82798240193,,,,,,,,,,,129076.82798240193,,,,,,,,,,1997,1990,,,,
1424192,,,,,,110896.99305530306,,,,,,,,,,,110896.99305530306,,,,,,,,,,1997,1990,,,,
1424205,,,,,,121804.89401156237,,,,,,,,,,,121804.89401156237,,,,,,,,,,1997,1990,,,,
1424231,,,,,,79991.27367923499,,,,,,,,,,,79991.27367923499,,,,,,,,,,1997,1990,,,,
1424309,,,,,,129076.82798240193,,,,,,,,,,,129076.82798240193,,,,,,,,,,1997,1990,,,,
1424361,,,,,,67265.38923026579,,,,,,,,,,,67265.38923026579,,,,,,,,,,1997,1990,,,,
1424374,,,,,,245427.77151583464,,,,,,,,,,,243609.78802312474,,,,,1817.9834927098861,,,,,1997,1990,,,,
1424387,,,,,,76355.30669381522,,,,,,,,,,,76355.30669381522,,,,,,,,,,1997,1990,,,,
1424400,,,,,,119986.91051885248,,,,,,,,,,,119986.91051885248,,,,,,,,,,1997,1990,,,,
1424413,,,,,,141802.71243137112,,,,,,,,,,,141802.71243137112,,,,,,,,,,1997,1990,,,,
1424426,,,,,,127258.84448969204,,,,,,,,,,,127258.84448969204,,,,,,,,,,1997,1990,,,,
1424452,,,,,,23633.785405228522,,,,,,,,,,,23633.785405228522,,,,,,,,,,1997,1990,,,,
1424465,,,,,,121804.89401156237,,,,,,,,,,,121804.89401156237,,,,,,,,,,1997,1990,,,,
1424478,,,,,,110896.99305530306,,,,,,,,,,,110896.99305530306,,,,,,,,,,1997,1990,,,,
1424543,,,,,,490855.5430316693,,,,,,,,,,,452677.88968476164,,,,,38177.65334690761,,,,,1997,1990,,,,
1424569,,,,,,163618.51434388975,,,,,,,,,,,163618.51434388975,,,,,,,,,,1997,1990,,,,
1424595,,,,,,1327127.9496782168,,,,,,,,,,,1327127.9496782168,,,,,,,,,,1997,1990,,,,
1424634,,,,,,20650474.493691597,,,,,,,,,,,10137075.955350326,10513398.538341273,,,,,,,,,1997,1990,,,,
1424673,,,,,,12725.884448969204,,,,,,,,,,,12725.884448969204,,,,,,,,,,1997,1990,,,,
1424686,,,,,,196342.21721266772,,,,,,,,,,,196342.21721266772,,,,,,,,,,1997,1990,,,,
1424764,,,,,,550848.9982910955,,,,,,,,,,,541759.0808275461,,,,,9089.917463549431,,,,,1997,1990,,,,
1424790,,,,,,110896.99305530306,,,,,,,,,,,110896.99305530306,,,,,,,,,,1997,1990,,,,
1424816,,,,,,2954223.175653565,,,,,,,,,,,1296222.230302149,1658000.9453514162,,,,,,,,,1997,1990,,,,
1424881,,,,,,9089.917463549431,,,,,,,,,,,9089.917463549431,,,,,,,,,,1997,1990,,,,
1424933,,,,,,379958.5499763662,,,,,,,,,,,210886.0851543468,,,,,169072.46482201942,,,,,1997,1990,,,,
1424972,,,,,,30905.719376068064,,,,,,,,,,,30905.719376068064,,,,,,,,,,1997,1990,,,,
1424985,,,,,,30905.719376068064,,,,,,,,,,,30905.719376068064,,,,,,,,,,1997,1990,,,,
1425063,,,,,,25451.768897938407,,,,,,,,,,,25451.768897938407,,,,,,,,,,1997,1990,,,,
1425076,,,,,,67265.38923026579,,,,,,,,,,,67265.38923026579,,,,,,,,,,1997,1990,,,,
1425258,,,,,,69083.37272297568,,,,,,,,,,,65447.405737555906,,,,,3635.9669854197723,,,,,1997,1990,,,,
1425284,,,,,,176344.39879285896,,,,,,,,,,,176344.39879285896,,,,,,,,,,1997,1990,,,,
1425323,,,,,,367232.665527397,,,,,,,,,,,367232.665527397,,,,,,,,,,1997,1990,,,,
1425414,,,,,,698105.6612005963,,,,,,,,,,,698105.6612005963,,,,,,,,,,1997,1990,,,,
1425427,,,,,,107261.02606988329,,,,,,,,,,,107261.02606988329,,,,,,,,,,1997,1990,,,,
1425440,,,,,,34541.68636148784,,,,,,,,,,,32723.702868777953,,,,,1817.9834927098861,,,,,1997,1990,,,,
1425531,,,,,,272697.5239064829,,,,,,,,,,,272697.5239064829,,,,,,,,,,1997,1990,,,,
1425544,,,,,,290877.3588335818,,,,,,,,,,,290877.3588335818,,,,,,,,,,1997,1990,,,,
1425583,,,,,,158164.5638657601,,,,,,,,,,,158164.5638657601,,,,,,,,,,1997,1990,,,,
1425648,,,,,,72719.33970839545,,,,,,,,,,,72719.33970839545,,,,,,,,,,1997,1990,,,,
1425700,,,,,,85445.22415736465,,,,,,,,,,,85445.22415736465,,,,,,,,,,1997,1990,,,,
1425713,,,,,,29087.73588335818,,,,,,,,,,,29087.73588335818,,,,,,,,,,1997,1990,,,,
1425726,,,,,,223611.969603316,,,,,,,,,,,223611.969603316,,,,,,,,,,1997,1990,,,,
1425778,,,,,,223611.969603316,,,,,,,,,,,223611.969603316,,,,,,,,,,1997,1990,,,,
1425817,,,,,,99989.09209904374,,,,,,,,,,,99989.09209904374,,,,,,,,,,1997,1990,,,,
1425895,,,,,,9089.917463549431,,,,,,,,,,,9089.917463549431,,,,,,,,,,1997,1990,,,,
1425960,,,,,,1817.9834927098861,,,,,,,,,,,1817.9834927098861,,,,,,,,,,1997,1990,,,,
1425973,,,,,,105443.0425771734,,,,,,,,,,,105443.0425771734,,,,,,,,,,1997,1990,,,,
1425986,,,,,,12725.884448969204,,,,,,,,,,,12725.884448969204,,,,,,,,,,1997,1990,,,,
1426012,,,,,,16361.851434388976,,,,,,,,,,,5453.950478129658,10907.900956259316,,,,,,,,,1997,1990,,,,
1426077,,,,,,18179.834927098862,,,,,,,,,,,18179.834927098862,,,,,,,,,,1997,1990,,,,
1426090,,,,,,78173.2901865251,,,,,,,,,,,78173.2901865251,,,,,,,,,,1997,1990,,,,
1426194,,,,,,99989.09209904374,,,,,,,,,,,99989.09209904374,,,,,,,,,,1997,1990,,,,
1426233,,,,,,12725.884448969204,,,,,,,,,,,12725.884448969204,,,,,,,,,,1997,1990,,,,
1426311,,,,,,45449.58731774716,,,,,,,,,,,45449.58731774716,,,,,,,,,,1997,1990,,,,
1426324,,,,,,29087.73588335818,,,,,,,,,,,29087.73588335818,,,,,,,,,,1997,1990,,,,
1426337,,,,,,145438.6794167909,,,,,,,,,,,145438.6794167909,,,,,,,,,,1997,1990,,,,
1426350,,,,,,18179.834927098862,,,,,,,,,,,18179.834927098862,,,,,,,,,,1997,1990,,,,
1426415,,,,,,23633.785405228522,,,,,,,,,,,23633.785405228522,,,,,,,,,,1997,1990,,,,
1426441,,,,,,207250.11816892703,,,,,,,,,,,207250.11816892703,,,,,,,,,,1997,1990,,,,
1426454,,,,,,892629.8949205541,,,,,,,,,,,892629.8949205541,,,,,,,,,,1997,1990,,,,
1426480,,,,,,3635.9669854197723,,,,,,,,,,,3635.9669854197723,,,,,,,,,,1997,1990,,,,
1426506,,,,,,276333.4908919027,,,,,,,,,,,276333.4908919027,,,,,,,,,,1997,1990,,,,
1426519,,,,,,154528.59688034034,,,,,,,,,,,154528.59688034034,,,,,,,,,,1997,1990,,,,
1426610,,,,,,154528.59688034034,,,,,,,,,,,154528.59688034034,,,,,,,,,,1997,1990,,,,
1426636,,,,,,663563.9748391084,,,,,,,,,,,663563.9748391084,,,,,,,,,,1997,1990,,,,
1426662,,,,,,5453.950478129658,,,,,,,,,,,3635.9669854197723,,,,,1817.9834927098861,,,,,1997,1990,,,,
1426710,,,,,,1336217.8671417665,,,,,,,,,,,1336217.8671417665,,,,,,,,,,1997,1990,,,,
1426753,,,,,,21815.801912518633,,,,,,,,,,,16361.851434388976,5453.950478129658,,,,,,,,,1997,1990,,,,
1426766,,,,,,74537.32320110533,,,,,,,,,,,74537.32320110533,,,,,,,,,,1997,1990,,,,
1426935,,,,,,12400465.403774133,,,,,,,,,,,8769952.368832491,3606879.249536414,,,,23633.785405228522,,,,,1997,1990,,,,
1426987,,,,,,952623.3501799804,,,,,,,,,,,952623.3501799804,,,,,,,,,,1997,1990,,,,
1427026,,,,,,263607.6064429335,,,,,,,,,,,263607.6064429335,,,,,,,,,,1997,1990,,,,
1427039,,,,,,145438.6794167909,,,,,,,,,,,145438.6794167909,,,,,,,,,,1997,1990,,,,
1427065,,,,,,241791.80453041487,,,,,,,,,,,219976.00261789624,,,,,21815.801912518633,,,,,1997,1990,,,,
1427078,,,,,,341780.8966294586,,,,,,,,,,,341780.8966294586,,,,,,,,,,1997,1990,,,,
1427091,,,,,,629022.2884776206,,,,,,,,,,,489037.5595389594,,,,,139984.72893866122,,,,,1997,1990,,,,
1427130,,,,,,649020.1068974293,,,,,,,,,,,649020.1068974293,,,,,,,,,,1997,1990,,,,
1427182,,,,,,529033.1963785769,,,,,,,,,,,529033.1963785769,,,,,,,,,,1997,1990,,,,
1427195,,,,,,61811.43875213613,,,,,,,,,,,61811.43875213613,,,,,,,,,,1997,1990,,,,
1427286,,,,,,194524.23371995782,,,,,,,,,,,194524.23371995782,,,,,,,,,,1997,1990,,,,
1427325,,,,,,34541.68636148784,,,,,,,,,,,34541.68636148784,,,,,,,,,,1997,1990,,,,
1427364,,,,,,45449.58731774716,,,,,,,,,,,45449.58731774716,,,,,,,,,,1997,1990,,,,
1427390,,,,,,101807.07559175363,,,,,,,,,,,101807.07559175363,,,,,,,,,,1997,1990,,,,
1427416,,,,,,412682.2528451442,,,,,,,,,,,412682.2528451442,,,,,,,,,,1997,1990,,,,
1427442,,,,,,5121259.498963749,,,,,,,,,,,4884921.644911464,,,,,236337.8540522852,,,,,1997,1990,,,,
1427572,,,,,,63629.42224484602,,,,,,,,,,,61811.43875213613,,,,,1817.9834927098861,,,,,1997,1990,,,,
1427631,,,,,,3045122.3502890593,,,,,,,,,,,3045122.3502890593,,,,,,,,,,1997,1990,,,,
1427650,,,,,,307239.21026797075,,,,,,,,,,,307239.21026797075,,,,,,,,,,1997,1990,,,,
1427663,,,,,,36359.669854197724,,,,,,,,,,,36359.669854197724,,,,,,,,,,1997,1990,,,,
1427689,,,,,,59993.45525942624,,,,,,,,,,,52721.5212885867,,,,,7271.933970839545,,,,,1997,1990,,,,
1427702,,,,,,20834090.826455295,,,,,,,,,,,15954623.132021962,3383267.2799330982,,,,1496200.4145002363,,,,,1997,1990,,,,
1427806,,,,,,196342.21721266772,,,,,,,,,,,196342.21721266772,,,,,,,,,,1997,1990,,,,
1427819,,,,,,410864.26935243426,,,,,,,,,,,410864.26935243426,,,,,,,,,,1997,1990,,,,
1427832,,,,,,194524.23371995782,,,,,,,,,,,194524.23371995782,,,,,,,,,,1997,1990,,,,
1427845,,,,,,156346.5803730502,,,,,,,,,,,156346.5803730502,,,,,,,,,,1997,1990,,,,
1427858,,,,,,7271.933970839545,,,,,,,,,,,3635.9669854197723,3635.9669854197723,,,,,,,,,1997,1990,,,,
1427884,,,,,,5195796.822164855,,,,,,,,,,,3872304.8394720578,,,,,1323491.9826927972,,,,,1997,1990,,,,
1427923,,,,,,1877976.9479693125,,,,,,,,,,,1877976.9479693125,,,,,,,,,,1997,1990,,,,
1427988,,,,,,363596.69854197727,,,,,,,,,,,363596.69854197727,,,,,,,,,,1997,1990,,,,
1428144,,,,,,385412.5004544959,,,,,,,,,,,,385412.5004544959,,,,,,,,,1997,1990,,,,
1428157,,,,,,154528.59688034034,,,,,,,,,,,154528.59688034034,,,,,,,,,,1997,1990,,,,
1428170,,,,,,1817.9834927098861,,,,,,,,,,,1817.9834927098861,,,,,,,,,,1997,1990,,,,
1428209,,,,,,85445.22415736465,,,,,,,,,,,85445.22415736465,,,,,,,,,,1997,1990,,,,
1428300,,,,,,2316110.969712395,,,,,,,,,,,2314292.986219685,,,,,1817.9834927098861,,,,,1997,1990,,,,
1428339,,,,,,107261.02606988329,,,,,,,,,,,105443.0425771734,,,,,1817.9834927098861,,,,,1997,1990,,,,
1428352,,,,,,647202.1234047195,,,,,,,,,,,647202.1234047195,,,,,,,,,,1997,1990,,,,
1428430,,,,,,1310766.098243828,,,,,,,,,,,865360.1425299059,445405.9557139221,,,,,,,,,1997,1990,,,,
1428443,,,,,,179980.36577827873,,,,,,,,,,,179980.36577827873,,,,,,,,,,1997,1990,,,,
1428456,,,,,,316329.1277315202,,,,,,,,,,,316329.1277315202,,,,,,,,,,1997,1990,,,,
1428534,,,,,,36359.669854197724,,,,,,,,,,,36359.669854197724,,,,,,,,,,1997,1990,,,,
1428586,,,,,,79991.27367923499,,,,,,,,,,,79991.27367923499,,,,,,,,,,1997,1990,,,,
1428638,,,,,,867178.1260226157,,,,,,,,,,,867178.1260226157,,,,,,,,,,1997,1990,,,,
1428651,,,,,,719921.4631131149,,,,,,,,,,,719921.4631131149,,,,,,,,,,1997,1990,,,,
1428677,,,,,,163618.51434388975,,,,,,,,,,,163618.51434388975,,,,,,,,,,1997,1990,,,,
1428742,,,,,,7271.933970839545,,,,,,,,,,,7271.933970839545,,,,,,,,,,1997,1990,,,,
1428755,,,,,,478129.65858270007,,,,,,,,,,,478129.65858270007,,,,,,,,,,1997,1990,,,,
1428807,,,,,,3635.9669854197723,,,,,,,,,,,,3635.9669854197723,,,,,,,,,1997,1990,,,,
1428833,,,,,,167254.48132930952,,,,,,,,,,,167254.48132930952,,,,,,,,,,1997,1990,,,,
1428846,,,,,,823546.5221975785,,,,,,,,,,,823546.5221975785,,,,,,,,,,1997,1990,,,,
